NAME,MSINI,A,PER,ECC,OM,T0,K,MSTAR
KOI 2279.01,,0.182,27.01559,0,,,,
KOI 2279.02,,0.109,12.50948,0,,,,
KOI 2280.01,,0.171,26.0206,0,,,,
KOI 2281.01,,0.015,0.7698541,0,,,,
KOI 2282.01,,0.072,6.89225,0,,,,
KOI 2283.01,,0.11,17.40245,0,,,,
KOI 2285.01,,0.221,37.94523,0,,,,
KOI 2286.01,,0.158,24.17534,0,,,,
KOI 2287.01,,0.109,16.092,0,,,,
KOI 2288.01,,0.205,38.10325,0,,,,
KOI 2289.01,,0.32,62.785,0,,,,
KOI 2290.01,,0.369,91.5021,0,,,,
KOI 2291.01,,0.237,44.29229,0,,,,
KOI 2293.01,,0.112,15.03343,0,,,,
KOI 2294.01,,0.509,131.4851,0,,,,
KOI 2581.01,,0.104,12.73672,0,,,,
KOI 2582.01,,0.233,40.03252,0,,,,
KOI 2583.01,,0.04,3.032802,0,,,,
KOI 2585.01,,0.064,5.341885,0,,,,
KOI 2586.01,,0.033,2.131925,0,,,,
KOI 2587.01,,0.11,12.94771,0,,,,
KOI 2588.01,,0.053,5.779572,0,,,,
KOI 2589.01,,0.014,0.6640818,0,,,,
KOI 2592.01,,0.635,175.609,0,,,,
KOI 251.01,,0.041,4.1643875,0,,,,
KOI 2593.01,,0.119,14.79763,0,,,,
KOI 2594.01,,0.098,11.2545,0,,,,
KOI 2595.01,,0.095,9.18252,0,,,,
KOI 2595.02,,0.13,14.6136,0,,,,
KOI 2597.01,,0.083,8.00547,0,,,,
KOI 2597.02,,0.109,12.13123,0,,,,
KOI 2778.01,,0.033,2.21574,0,,,,
KOI 2779.01,,0.214,34.45851,0,,,,
KOI 2780.01,,0.045,3.35185,0,,,,
KOI 268.01,,0.406,110.37908,0,,,,
KOI 2785.01,,0.057,4.768234,0,,,,
KOI 2786.01,,0.27,44.61679,0,,,,
KOI 2789.01,,0.046,3.40169,0,,,,
KOI 2790.01,,0.106,14.00948,0,,,,
KOI 2791.01,,0.182,27.57094,0,,,,
KOI 2792.01,,0.033,2.12824,0,,,,
KOI 1978.01,,0.069,6.511168,0,,,,
KOI 1978.02,,0.163,23.85136,0,,,,
KOI 1979.01,,0.037,2.71406,0,,,,
KOI 1980.01,,0.47,122.8767,0,,,,
KOI 1982.01,,0.054,4.887533,0,,,,
KOI 1984.01,,0.159,22.0641,0,,,,
KOI 1985.01,,0.056,5.756239,0,,,,
KOI 1986.01,,0.532,148.4567,0,,,,
KOI 1988.01,,0.016,0.9348918,0,,,,
KOI 1989.01,,0.657,201.1232,0,,,,
KOI 1990.01,,0.17,24.75724,0,,,,
KOI 1992.01,,0.109,12.8,0,,,,
KOI 1996.01,,0.085,10.13195,0,,,,
KOI 1997.01,,0.226,38.50519,0,,,,
KOI 1998.01,,0.072,6.773958,0,,,,
KOI 216.01,,0.133,20.172011,0,,,,
KOI 2000.01,,0.167,26.41073,0,,,,
KOI 2001.01,,0.078,8.277379,0,,,,
KOI 2002.01,,0.117,14.37517,0,,,,
KOI 2295.01,,0.118,16.29022,0,,,,
KOI 2296.01,,0.439,106.249,0,,,,
KOI 237.01,,0.081,8.508355,0,,,,
KOI 2297.01,,0.055,4.64488,0,,,,
KOI 2298.01,,0.114,16.66733,0,,,,
KOI 2299.01,,0.128,16.48683,0,,,,
KOI 2300.01,,0.035,2.685058,0,,,,
KOI 2302.01,,0.134,16.85818,0,,,,
KOI 2303.01,,0.061,4.89407,0,,,,
KOI 2304.01,,0.098,11.1736,0,,,,
KOI 2305.01,,0.191,31.03364,0,,,,
KOI 2306.01,,0.01,0.512404,0,,,,
KOI 2307.01,,0.048,4.150316,0,,,,
KOI 238.01,,0.136,17.23229,0,,,,
KOI 2308.01,,0.178,28.50273,0,,,,
KOI 2309.01,,0.291,53.59692,0,,,,
KOI 2310.01,,0.126,16.4588,0,,,,
KOI 2311.01,,0.664,191.8857,0,,,,
KOI 2311.02,,0.114,13.72535,0,,,,
KOI 2312.01,,0.645,176.277,0,,,,
KOI 2313.01,,0.125,16.07677,0,,,,
KOI 2597.03,,0.065,5.6135,0,,,,
KOI 2598.01,,0.187,29.22604,0,,,,
KOI 251.02,,0.051,5.77447,0,,,,
KOI 2601.01,,0.039,2.62225,0,,,,
KOI 2602.01,,0.101,11.47685,0,,,,
KOI 2603.01,,0.348,73.6984,0,,,,
KOI 2604.01,,0.105,14.43325,0,,,,
KOI 2607.01,,0.016,0.7544552,0,,,,
KOI 2608.01,,0.039,2.76121,0,,,,
KOI 252.01,,0.113,17.604437,0,,,,
KOI 2613.01,,0.257,51.57394,0,,,,
KOI 2615.01,,0.055,4.695153,0,,,,
KOI 2617.01,,0.078,8.62989,0,,,,
KOI 270.01,,0.104,12.5825,0,,,,
KOI 2812.01,,0.363,76.6143,0,,,,
KOI 2813.01,,0.014,0.69846,0,,,,
KOI 2816.01,,0.022,1.2896,0,,,,
KOI 2817.01,,0.014,0.6340066,0,,,,
KOI 2004.01,,0.281,56.18945,0,,,,
KOI 2005.01,,0.061,6.921029,0,,,,
KOI 2006.01,,0.035,3.273459,0,,,,
KOI 2007.02,,0.151,21.12902,0,,,,
KOI 216.02,,0.069,7.51866,0,,,,
KOI 2009.01,,0.381,86.749,0,,,,
KOI 2010.01,,0.188,25.96264,0,,,,
KOI 2011.01,,0.076,7.0567,0,,,,
KOI 2012.01,,0.208,34.85333,0,,,,
KOI 2013.01,,0.03,2.41436,0,,,,
KOI 2014.01,,0.035,2.466077,0,,,,
KOI 2016.01,,0.053,4.30643,0,,,,
KOI 2017.01,,0.034,2.295026,0,,,,
KOI 2018.01,,0.172,27.49541,0,,,,
KOI 2019.01,,0.114,14.08818,0,,,,
KOI 217.01,,0.047,3.905081,0,,,,
KOI 2020.01,,0.391,110.9655,0,,,,
KOI 2021.01,,0.044,3.764162,0,,,,
KOI 2022.01,,0.064,5.929774,0,,,,
KOI 2314.01,,0.142,18.87061,0,,,,
KOI 2315.01,,0.144,22.1339,0,,,,
KOI 2316.01,,0.134,17.13756,0,,,,
KOI 238.02,,0.182,26.69376,0,,,,
KOI 2317.01,,0.047,3.788753,0,,,,
KOI 2318.01,,0.082,10.45854,0,,,,
KOI 2319.01,,0.158,21.10354,0,,,,
KOI 2321.01,,0.427,95.6091,0,,,,
KOI 2323.01,,0.274,58.343,0,,,,
KOI 2324.01,,0.013,1.204681,0,,,,
KOI 2325.01,,0.018,1.0258586,0,,,,
KOI 2327.01,,0.059,5.59979,0,,,,
KOI 2328.01,,0.167,25.2033,0,,,,
KOI 2329.01,,0.022,1.615349,0,,,,
KOI 239.01,,0.064,5.640662,0,,,,
KOI 2331.01,,0.04,2.832617,0,,,,
KOI 2332.01,,0.046,3.700563,0,,,,
KOI 2333.01,,0.051,3.930873,0,,,,
KOI 2333.02,,0.079,7.63018,0,,,,
KOI 2335.01,,0.124,16.22391,0,,,,
KOI 2619.01,,0.044,3.27645,0,,,,
KOI 2620.01,,0.122,16.05738,0,,,,
KOI 253.01,,0.055,6.38317,0,,,,
KOI 2623.01,,0.066,5.57661,0,,,,
KOI 2624.01,,0.472,115.6879,0,,,,
KOI 2625.01,,0.046,3.813668,0,,,,
KOI 2626.01,,0.178,38.09824,0,,,,
KOI 2627.01,,0.076,8.38469,0,,,,
KOI 2628.01,,0.029,1.681873,0,,,,
KOI 2631.01,,0.253,44.9995,0,,,,
KOI 2632.01,,0.078,7.12826,0,,,,
KOI 253.02,,0.12,20.61867,0,,,,
KOI 2634.01,,0.141,19.9399,0,,,,
KOI 2635.01,,0.163,22.24185,0,,,,
KOI 2636.01,,0.048,3.88148,0,,,,
KOI 2637.01,,0.05,3.99018,0,,,,
KOI 271.01,,0.282,48.63057,0,,,,
KOI 2830.01,,0.238,40.52998,0,,,,
KOI 2832.01,,0.042,3.575435,0,,,,
KOI 2833.01,,0.03,1.7918643,0,,,,
KOI 2834.01,,0.457,136.2089,0,,,,
KOI 2835.01,,0.058,6.30923,0,,,,
KOI 2836.01,,0.036,2.941933,0,,,,
KOI 2837.01,,0.122,13.32193,0,,,,
KOI 2838.02,,0.055,4.774827,0,,,,
KOI 2022.02,,0.105,12.24769,0,,,,
KOI 2023.01,,0.104,13.59053,0,,,,
KOI 2024.01,,0.25,46.87882,0,,,,
KOI 2025.01,,0.139,17.84863,0,,,,
KOI 2025.02,,0.18,26.13617,0,,,,
KOI 2025.03,,0.102,11.18969,0,,,,
KOI 2026.01,,0.041,2.758006,0,,,,
KOI 2028.01,,0.282,57.24719,0,,,,
KOI 2028.02,,0.211,37.05302,0,,,,
KOI 2029.01,,0.118,16.33287,0,,,,
KOI 2029.02,,0.086,10.05548,0,,,,
KOI 2031.01,,0.074,9.304236,0,,,,
KOI 2032.01,,0.109,14.079698,0,,,,
KOI 2033.01,,0.119,16.54091,0,,,,
KOI 2034.01,,0.046,3.609322,0,,,,
KOI 2035.01,,0.029,1.9315635,0,,,,
KOI 2036.01,,0.066,8.410953,0,,,,
KOI 219.01,,0.076,8.0251044,0,,,,
KOI 2036.02,,0.052,5.7953,0,,,,
KOI 2037.01,,0.338,73.7571,0,,,,
KOI 2337.01,,0.075,8.496449,0,,,,
KOI 2338.01,,0.321,66.1832,0,,,,
KOI 2339.01,,0.027,2.032317,0,,,,
KOI 2339.02,,0.276,65.187,0,,,,
KOI 239.02,,0.048,3.622714,0,,,,
KOI 2340.01,,0.073,7.68493,0,,,,
KOI 2342.01,,0.123,15.04463,0,,,,
KOI 2343.01,,0.18,29.07308,0,,,,
KOI 2344.01,,0.018,1.118557,0,,,,
KOI 2345.01,,0.123,15.18701,0,,,,
KOI 2346.01,,0.181,28.68549,0,,,,
KOI 2347.01,,0.011,0.5879933,0,,,,
KOI 2348.01,,0.385,85.7428,0,,,,
KOI 2350.01,,0.019,1.0783902,0,,,,
KOI 240.01,,0.053,4.286859,0,,,,
KOI 2351.01,,0.091,10.27402,0,,,,
KOI 2352.01,,0.123,13.3914,0,,,,
KOI 2352.02,,0.069,5.629026,0,,,,
KOI 2352.03,,0.089,8.256215,0,,,,
KOI 2353.01,,0.054,5.186781,0,,,,
KOI 2638.01,,0.034,2.524074,0,,,,
KOI 2639.01,,0.17,25.0923,0,,,,
KOI 2639.02,,0.033,2.12111,0,,,,
KOI 2640.01,,0.226,33.1809,0,,,,
KOI 2641.01,,0.045,3.555863,0,,,,
KOI 2647.01,,0.077,8.83915,0,,,,
KOI 2649.01,,0.075,7.561189,0,,,,
KOI 2650.01,,0.171,34.98804,0,,,,
KOI 2650.02,,0.059,7.05441,0,,,,
KOI 255.01,,0.146,27.521741,0,,,,
KOI 2652.01,,0.116,16.12822,0,,,,
KOI 2654.01,,0.111,13.56315,0,,,,
KOI 2655.01,,0.125,16.29571,0,,,,
KOI 2795.01,,0.037,2.535456,0,,,,
KOI 2797.01,,0.018,0.8681303,0,,,,
KOI 269.01,,0.145,18.01134,0,,,,
KOI 2798.01,,0.016,0.91614314,0,,,,
KOI 2801.01,,0.077,6.991826,0,,,,
KOI 2802.01,,0.05,3.848211,0,,,,
KOI 2803.01,,0.034,2.377516,0,,,,
KOI 2805.01,,0.031,1.8778967,0,,,,
KOI 2807.01,,0.046,3.375716,0,,,,
KOI 2037.03,,0.081,8.56268,0,,,,
KOI 2038.01,,0.079,8.305992,0,,,,
KOI 2038.02,,0.103,12.51217,0,,,,
KOI 2038.03,,0.131,17.91304,0,,,,
KOI 2038.04,,0.165,25.21767,0,,,,
KOI 2039.01,,0.059,5.425963,0,,,,
KOI 2040.01,,0.144,19.58579,0,,,,
KOI 2042.01,,0.363,63.0729,0,,,,
KOI 220.01,,0.034,2.4220796,0,,,,
KOI 2043.01,,0.363,78.5458,0,,,,
KOI 2044.01,,0.132,16.92333,0,,,,
KOI 2045.01,,0.053,5.47663,0,,,,
KOI 2045.02,,0.142,24.21152,0,,,,
KOI 2046.01,,0.166,23.8992,0,,,,
KOI 2047.01,,0.071,6.221632,0,,,,
KOI 2048.01,,0.061,6.18001,0,,,,
KOI 2049.01,,0.028,1.56906,0,,,,
KOI 2051.01,,0.176,25.76313,0,,,,
KOI 2051.02,,0.1,11.03158,0,,,,
KOI 220.02,,0.049,4.12502,0,,,,
KOI 2354.01,,0.022,1.1512393,0,,,,
KOI 2355.01,,0.02,1.216997,0,,,,
KOI 2356.01,,0.114,13.68201,0,,,,
KOI 2357.01,,0.036,2.420893,0,,,,
KOI 2358.01,,0.305,56.4943,0,,,,
KOI 241.01,,0.106,13.821387,0,,,,
KOI 2361.01,,0.064,5.783926,0,,,,
KOI 2362.02,,0.093,11.08487,0,,,,
KOI 2363.01,,0.039,3.138691,0,,,,
KOI 2364.01,,0.062,5.24307,0,,,,
KOI 2365.01,,0.22,35.96864,0,,,,
KOI 2366.01,,0.176,25.36855,0,,,,
KOI 2367.01,,0.074,6.89204,0,,,,
KOI 2368.01,,0.078,8.07073,0,,,,
KOI 2369.01,,0.099,11.01832,0,,,,
KOI 241.02,,0.182,30.95053,0,,,,
KOI 2369.02,,0.068,6.31451,0,,,,
KOI 2370.01,,0.394,78.7276,0,,,,
KOI 2371.01,,0.111,12.9413,0,,,,
KOI 2656.01,,0.074,6.77389,0,,,,
KOI 2657.01,,0.057,5.224152,0,,,,
KOI 2658.01,,0.102,11.65975,0,,,,
KOI 2659.01,,0.45,89.4972,0,,,,
KOI 2660.01,,0.139,18.0166,0,,,,
KOI 2662.01,,0.025,2.104316,0,,,,
KOI 2664.01,,0.168,28.84179,0,,,,
KOI 256.01,,0.019,1.3786789,0,,,,
KOI 2666.01,,0.31,64.0464,0,,,,
KOI 2668.01,,0.015,0.6793614,0,,,,
KOI 2671.01,,0.09,21.476358,0,,,,
KOI 2672.01,,0.369,88.51658,0,,,,
KOI 2672.02,,0.228,42.99066,0,,,,
KOI 270.02,,0.201,33.67312,0,,,,
KOI 2820.01,,0.041,3.00911,0,,,,
KOI 2821.01,,0.363,79.2464,0,,,,
KOI 2822.01,,0.053,4.44581,0,,,,
KOI 2827.01,,0.067,7.063262,0,,,,
KOI 2828.01,,0.286,59.4946,0,,,,
KOI 2829.01,,0.098,10.613331,0,,,,
KOI 2052.01,,0.053,4.224636,0,,,,
KOI 2053.01,,0.113,13.12155,0,,,,
KOI 2053.02,,0.056,4.612661,0,,,,
KOI 2055.01,,0.082,8.678896,0,,,,
KOI 2056.01,,0.231,39.31435,0,,,,
KOI 2057.01,,0.053,5.945678,0,,,,
KOI 2058.01,,0.021,1.523732,0,,,,
KOI 2059.01,,0.058,6.147301,0,,,,
KOI 2060.01,,0.034,2.800131,0,,,,
KOI 2062.01,,0.211,34.35173,0,,,,
KOI 221.01,,0.042,3.413,0,,,,
KOI 2063.01,,0.04,3.007257,0,,,,
KOI 2064.01,,0.07,6.312192,0,,,,
KOI 2066.01,,0.556,147.9724,0,,,,
KOI 2067.01,,0.118,13.24514,0,,,,
KOI 2069.01,,0.366,77.2557,0,,,,
KOI 2071.01,,0.047,3.856874,0,,,,
KOI 2072.01,,0.027,1.543198,0,,,,
KOI 2073.01,,0.237,49.50081,0,,,,
KOI 2073.02,,0.061,6.475341,0,,,,
KOI 2073.03,,0.116,16.85808,0,,,,
KOI 2372.01,,0.062,5.349325,0,,,,
KOI 2373.01,,0.538,147.2796,0,,,,
KOI 2374.01,,0.057,5.26226,0,,,,
KOI 2374.02,,0.099,12.16262,0,,,,
KOI 2376.01,,0.136,18.82735,0,,,,
KOI 2377.01,,0.104,13.90309,0,,,,
KOI 241.03,,0.042,3.410505,0,,,,
KOI 2378.01,,0.053,4.767029,0,,,,
KOI 2379.01,,0.238,40.00728,0,,,,
KOI 2380.01,,0.068,6.357152,0,,,,
KOI 2383.01,,0.053,4.370381,0,,,,
KOI 2386.01,,0.126,16.26932,0,,,,
KOI 2387.01,,0.032,2.032324,0,,,,
KOI 242.01,,0.07,7.2584656,0,,,,
KOI 257.01,,0.075,6.883403,0,,,,
KOI 2674.01,,0.666,197.5103,0,,,,
KOI 2674.02,,0.098,11.17265,0,,,,
KOI 2674.03,,0.037,2.535741,0,,,,
KOI 2675.01,,0.06,5.448331,0,,,,
KOI 2675.02,,0.021,1.1161312,0,,,,
KOI 2677.01,,0.788,237.7895,0,,,,
KOI 2678.01,,0.046,3.83309,0,,,,
KOI 2679.01,,0.481,110.7548,0,,,,
KOI 2680.01,,0.112,14.407914,0,,,,
KOI 1779.01,,0.054,4.6627227,0,,,,
KOI 1779.02,,0.101,11.815018,0,,,,
KOI 1781.01,,0.072,7.8344508,0,,,,
KOI 1781.02,,0.038,3.0051569,0,,,,
KOI 1783.01,,0.533,134.47972,0,,,,
KOI 1784.01,,0.057,5.0074099,0,,,,
KOI 1786.01,,0.145,24.678853,0,,,,
KOI 1787.01,,0.418,98.7187,0,,,,
KOI 1788.01,,0.325,71.52623,0,,,,
KOI 1790.01,,0.5,130.35148,0,,,,
KOI 1793.01,,0.044,3.261758,0,,,,
KOI 1797.01,,0.115,16.781774,0,,,,
KOI 1798.01,,0.112,12.964712,0,,,,
KOI 1799.01,,0.029,1.7310805,0,,,,
KOI 1800.01,,0.074,7.7942995,0,,,,
KOI 1801.01,,0.108,14.532271,0,,,,
KOI 1802.01,,0.06,5.248681,0,,,,
KOI 1803.01,,0.048,4.539292,0,,,,
KOI 1805.01,,0.07,6.941344,0,,,,
KOI 221.02,,0.061,5.9,0,,,,
KOI 2074.01,,0.188,33.41832,0,,,,
KOI 2075.01,,0.034,2.053352,0,,,,
KOI 2076.01,,0.294,56.77727,0,,,,
KOI 2078.01,,0.116,18.78429,0,,,,
KOI 2079.01,,0.014,0.6938521,0,,,,
KOI 2080.01,,0.374,83.4875,0,,,,
KOI 2080.02,,0.206,34.06075,0,,,,
KOI 2081.01,,0.075,6.213921,0,,,,
KOI 2082.01,,0.199,31.58844,0,,,,
KOI 2083.01,,0.079,7.72087,0,,,,
KOI 222.01,,0.058,6.312504,0,,,,
KOI 2084.01,,0.051,4.195803,0,,,,
KOI 2087.01,,0.165,23.1276,0,,,,
KOI 2090.01,,0.045,5.132541,0,,,,
KOI 2091.01,,0.077,8.77988,0,,,,
KOI 2389.01,,0.164,22.92272,0,,,,
KOI 2390.01,,0.126,16.10519,0,,,,
KOI 2392.01,,0.073,7.42716,0,,,,
KOI 2393.01,,0.048,4.603098,0,,,,
KOI 2397.01,,0.096,12.00095,0,,,,
KOI 2398.01,,0.023,1.168993,0,,,,
KOI 2399.01,,0.028,1.916992,0,,,,
KOI 2400.01,,0.101,11.61924,0,,,,
KOI 2401.01,,0.193,38.23021,0,,,,
KOI 2402.01,,0.111,16.30177,0,,,,
KOI 2403.01,,0.114,13.32362,0,,,,
KOI 2404.01,,0.032,2.100767,0,,,,
KOI 2406.01,,0.075,7.010723,0,,,,
KOI 2407.01,,0.135,17.29184,0,,,,
KOI 2408.01,,0.4,94.2899,0,,,,
KOI 2409.01,,0.013,0.5773752,0,,,,
KOI 2410.01,,0.649,186.654,0,,,,
KOI 2681.01,,0.488,135.49497,0,,,,
KOI 2681.02,,0.146,22.2522,0,,,,
KOI 2682.01,,0,8.531652,0,,,,
KOI 2683.01,,0.482,126.444,0,,,,
KOI 2686.01,,0.608,211.0351,0,,,,
KOI 2687.01,,0.029,1.716836,0,,,,
KOI 2687.02,,0.082,8.167386,0,,,,
KOI 41.01,,0.111,12.815735,0,,,,
KOI 2689.01,,0.597,165.34531,0,,,,
KOI 2690.01,,0.044,3.6069345,0,,,,
KOI 197.01,,0.118,17.2762904,0,,,,
KOI 1805.02,,0.194,31.78226,0,,,,
KOI 1805.03,,0.052,4.362741,0,,,,
KOI 1808.01,,0.406,89.19284,0,,,,
KOI 1809.01,,0.105,13.093922,0,,,,
KOI 1809.02,,0.055,4.915378,0,,,,
KOI 1812.01,,0.018,0.80526304,0,,,,
KOI 1813.01,,0.084,9.767805,0,,,,
KOI 1814.01,,0.132,14.80012,0,,,,
KOI 1815.01,,0.037,3.1268651,0,,,,
KOI 1816.01,,0.086,10.240605,0,,,,
KOI 1818.01,,0.125,16.877342,0,,,,
KOI 1819.01,,0.099,12.057086,0,,,,
KOI 1820.01,,0.05,4.337238,0,,,,
KOI 1820.02,,0.026,1.653898,0,,,,
KOI 1822.01,,0.58,150.8811,0,,,,
KOI 1824.01,,0.048,3.553801,0,,,,
KOI 1824.02,,0.029,1.678338,0,,,,
KOI 1825.01,,0.108,13.522604,0,,,,
KOI 2092.01,,0.298,57.68696,0,,,,
KOI 2092.02,,0.173,25.56294,0,,,,
KOI 2093.01,,0.073,6.78347,0,,,,
KOI 222.02,,0.093,12.794594,0,,,,
KOI 2094.01,,0.222,42.42227,0,,,,
KOI 2095.01,,0.025,1.434779,0,,,,
KOI 2096.01,,0.081,9.76283,0,,,,
KOI 2097.01,,0.306,58.6003,0,,,,
KOI 2098.01,,0.178,25.08211,0,,,,
KOI 2099.01,,0.368,78.0971,0,,,,
KOI 2100.01,,0.052,4.270995,0,,,,
KOI 2101.01,,0.033,2.892219,0,,,,
KOI 2102.01,,0.597,187.7465,0,,,,
KOI 2103.01,,0.036,2.543066,0,,,,
KOI 223.01,,0.04,3.1774266,0,,,,
KOI 2104.01,,0.033,2.168446,0,,,,
KOI 2105.01,,0.07,6.421928,0,,,,
KOI 2106.01,,0.088,9.7538,0,,,,
KOI 2107.01,,0.357,81.317,0,,,,
KOI 2108.01,,0.274,51.3292,0,,,,
KOI 2109.01,,0.149,19.79243,0,,,,
KOI 2410.02,,0.389,86.5932,0,,,,
KOI 2411.01,,0.102,11.96712,0,,,,
KOI 2413.01,,0.094,12.90483,0,,,,
KOI 2413.02,,0.17,31.20013,0,,,,
KOI 2414.01,,0.156,22.59848,0,,,,
KOI 2414.02,,0.248,45.347,0,,,,
KOI 2415.01,,0.06,5.25408,0,,,,
KOI 2416.01,,0.064,5.90577,0,,,,
KOI 2417.01,,0.224,47.7087,0,,,,
KOI 2418.01,,0.313,86.8299,0,,,,
KOI 2419.01,,0.093,9.95699,0,,,,
KOI 2420.01,,0.093,10.41728,0,,,,
KOI 2421.01,,0.03,2.270395,0,,,,
KOI 2422.01,,0.164,26.78372,0,,,,
KOI 2423.01,,0.264,45.1257,0,,,,
KOI 2424.01,,0.093,11.93999,0,,,,
KOI 2426.01,,0.049,4.160693,0,,,,
KOI 2691.01,,0.363,97.4553,0,,,,
KOI 2693.01,,0.043,4.081409,0,,,,
KOI 2693.02,,0.086,11.419417,0,,,,
KOI 2693.03,,0.061,6.834477,0,,,,
KOI 2694.01,,0.015,0.8433793,0,,,,
KOI 2694.02,,0.06,6.566111,0,,,,
KOI 260.01,,0.097,10.495702,0,,,,
KOI 2696.01,,0.465,96.45621,0,,,,
KOI 2696.02,,0.278,44.56505,0,,,,
KOI 2698.01,,0.385,87.976,0,,,,
KOI 1826.01,,0.52,134.2519,0,,,,
KOI 199.01,,0.045,3.26869482,0,,,,
KOI 1828.01,,0.404,99.7469,0,,,,
KOI 1829.01,,0.148,22.84145,0,,,,
KOI 1830.01,,0.1,13.226919,0,,,,
KOI 1831.01,,0.258,51.80403,0,,,,
KOI 1831.02,,0.05,4.385316,0,,,,
KOI 1831.03,,0.196,34.2069,0,,,,
KOI 1831.04,,0.108,13.97925,0,,,,
KOI 1832.01,,0.052,4.544475,0,,,,
KOI 1832.02,,0.104,12.76212,0,,,,
KOI 1832.03,,0.218,38.71585,0,,,,
KOI 1833.01,,0.04,3.692973,0,,,,
KOI 1835.01,,0.052,4.580339,0,,,,
KOI 1835.02,,0.033,2.2483077,0,,,,
KOI 1835.03,,0.068,6.766912,0,,,,
KOI 1837.01,,0.191,34.17325,0,,,,
KOI 1838.01,,0.111,16.736955,0,,,,
KOI 1839.01,,0.089,9.590633,0,,,,
KOI 1840.01,,0.073,7.039324,0,,,,
KOI 2110.01,,0.061,5.037282,0,,,,
KOI 2111.01,,0.044,3.289684,0,,,,
KOI 2111.02,,0.073,7.186476,0,,,,
KOI 2113.01,,0.122,15.94274,0,,,,
KOI 223.02,,0.221,41.00812,0,,,,
KOI 2113.02,,0.103,12.33108,0,,,,
KOI 2114.01,,0.044,4.421539,0,,,,
KOI 2115.01,,0.122,15.72584,0,,,,
KOI 2116.01,,0.024,1.2527398,0,,,,
KOI 2117.01,,0.094,13.36011,0,,,,
KOI 2119.01,,0.012,0.5710391,0,,,,
KOI 2120.01,,0.081,8.77406,0,,,,
KOI 2121.01,,0.052,4.510142,0,,,,
KOI 2122.01,,0.217,37.64617,0,,,,
KOI 2123.01,,0.189,29.4556,0,,,,
KOI 2124.01,,0.199,42.33711,0,,,,
KOI 2125.01,,0.166,23.35986,0,,,,
KOI 2126.01,,0.082,9.69323,0,,,,
KOI 2128.01,,0.161,24.25996,0,,,,
KOI 2129.01,,0.085,8.79631,0,,,,
KOI 2430.01,,0.092,10.21517,0,,,,
KOI 2432.01,,0.185,31.05745,0,,,,
KOI 2433.01,,0.124,15.16343,0,,,,
KOI 2433.02,,0.094,10.04328,0,,,,
KOI 2436.01,,0.352,84.5731,0,,,,
KOI 2437.01,,0.052,4.147653,0,,,,
KOI 2439.01,,0.06,5.19119,0,,,,
KOI 2440.01,,0.054,4.866591,0,,,,
KOI 2442.01,,0.155,25.19418,0,,,,
KOI 2443.01,,0.073,6.79165,0,,,,
KOI 2443.02,,0.106,11.83728,0,,,,
KOI 2444.01,,0.132,18.55269,0,,,,
KOI 2699.01,,0.013,0.56888,0,,,,
KOI 2700.01,,0.016,0.91002,0,,,,
KOI 2703.01,,0.599,213.2572,0,,,,
KOI 260.02,,0.438,100.2834,0,,,,
KOI 2704.01,,0.033,4.871172,0,,,,
KOI 2704.02,,0.024,2.984165,0,,,,
KOI 2705.01,,0.024,2.886772,0,,,,
KOI 2706.01,,0.045,3.097601,0,,,,
KOI 2707.01,,0.286,58.03373,0,,,,
KOI 2707.02,,0.113,14.4252,0,,,,
KOI 2707.03,,0.17,26.6754,0,,,,
KOI 1841.01,,0.243,49.60805,0,,,,
KOI 1842.01,,0.122,16.841896,0,,,,
KOI 200.01,,0.074,7.3407239,0,,,,
KOI 1843.01,,0.041,4.194525,0,,,,
KOI 1843.02,,0.054,6.356006,0,,,,
KOI 1845.01,,0.027,1.9703213,0,,,,
KOI 1845.02,,0.051,5.058228,0,,,,
KOI 1847.01,,0.163,26.85336,0,,,,
KOI 1848.01,,0.275,49.62473,0,,,,
KOI 1849.01,,0.074,8.088034,0,,,,
KOI 1850.01,,0.101,11.551282,0,,,,
KOI 1851.01,,0.054,4.469763,0,,,,
KOI 1852.01,,0.124,15.77378,0,,,,
KOI 201.01,,0.052,4.2253846,0,,,,
KOI 1853.01,,0.31,60.08556,0,,,,
KOI 1854.01,,0.232,43.03252,0,,,,
KOI 1856.01,,0.245,46.29494,0,,,,
KOI 1857.01,,0.388,88.64578,0,,,,
KOI 1858.01,,0.45,116.33223,0,,,,
KOI 1858.02,,0.368,86.0477,0,,,,
KOI 2130.01,,0.106,16.85481,0,,,,
KOI 2131.01,,0.125,14.36274,0,,,,
KOI 2132.01,,0.321,69.8941,0,,,,
KOI 2133.01,,0.076,6.24658,0,,,,
KOI 2134.01,,0.23,42.3002,0,,,,
KOI 225.01,,0.018,0.83859769,0,,,,
KOI 2135.01,,0.296,55.18815,0,,,,
KOI 2137.01,,0.115,14.97441,0,,,,
KOI 2138.01,,0.21,23.55539,0,,,,
KOI 2140.01,,0.232,41.6981,0,,,,
KOI 2143.01,,0.054,4.790278,0,,,,
KOI 2144.01,,0.217,38.66952,0,,,,
KOI 2145.01,,0.081,8.32649,0,,,,
KOI 2146.01,,0.036,2.949017,0,,,,
KOI 2147.01,,0.22,37.86589,0,,,,
KOI 226.01,,0.075,8.308485,0,,,,
KOI 2148.01,,0.105,11.93223,0,,,,
KOI 2148.02,,0.077,7.54236,0,,,,
