NAME,A,ECC,PER,MSINI,MASS,FE,MSTAR,DATE,R,GRAVITY,DENSITY,DIST,DEC
HAT-P-27 b,0.0399488,0,3.039577,0.615135,196.24699030832576,0.14,0.92,2011,1.02,3.16797,0.771559,204,5.947361111111111
HAT-P-30 b,0.0419042,0.035,2.810595,0.706657,225.9955785879281,0.13,1.242,2011,1.34,2.99187,0.37,193,5.836776111125946
Kepler-22 b,0.848513,,289.8623,0,0,-0.29,0.97,2011,0.2125,,12.8929,190,47.88446388893657
HD 217786 b,2.3791,0.4,1319,13.1868,4190.984091593853,-0.135,1.02,2011,,,,54.8546,-0.42920987
HAT-P-28 b,0.0433674,0.051,3.257215,0.627451,199.5357566033946,0.12,1.025,2011,1.212,3.0219,0.44,394.999,34.72839166641236
Kepler-10 b,0.0167573,0,0.837495,0.0142142,4.539183971075625,-0.15,0.895,2011,0.126327,3.35016,8.8,173,50.24131944444444
Kepler-42 d,0.0150222,,1.865169,,,-0.48,0.13,2011,0.0508067,,,38.7,44.6193333334393
HD 20794 c,0.203628,0,40.114,0.00743617,2.3633383514110675,-0.4,0.7,2011,,,,6.05987,-43.07154908
Kepler-31 c,0.254502,0,42.6318,0,0,-0.076,1.21,2011,0.374365,,,,45.8530833334393
HD 25171 b,3.03064,0.08,1845,0.956204,303.89751511499446,-0.11,1.09,2011,,,,54.9753,-65.18687286
HD 132563 B b,2.62431,0.22,1544,1.49247,474.3317580596565,-0.19,1.01,2011,,,,96.0615,44.04331616
GJ 667 C c,0.125092,0.34,28.13,0.0134408,4.271709510896857,-0.55,0.33,2011,,,,7.23589,-34.99683333290948
MOA-2009-BLG-387L b,1.76808,,1970,,826.3231897157779,,0.19,2011,,,,5700,-33.99027777777778
Kepler-44 b,0.0454854,0,3.24674,1.01508,324.51936376418604,0.26,1.19,2011,1.24,3.21264,0.65,2250.02,45.76210000038147
HD 5891 b,0.724366,0.066,177.11,6.77867,2154.3739293964045,-0.02,1.61,2011,,,,251,20.29258462
Kepler-36 b,0.115423,0,13.83989,0.0140374,4.461477809581199,,1.071,2011,0.132454,,7.46,,49.23180555555556
HD 192310 b,0.322307,0.13,74.72,0.0531258,16.884261735462488,-0.04,0.8,2011,,,,8.82379,-27.03253578
HD 38283 b,1.02382,0.41,363.2,0.338157,107.47191187104549,-0.12,1.085,2011,,,,38.3142,-73.69908205
HD 7449 b,2.33982,0.82,1275,1.3131,417.3249924676107,-0.11,1.05,2011,,,,38.5208,-5.04704955
HD 156668 b,0.0499846,0,4.6455,0.0130582,4.150112875364066,0.05,0.772,2011,,,,24.4738,29.22670067
HAT-P-32 b,0.0344203,0.163,2.150009,0.950561,302.18194104649996,-0.16,1.176,2011,2.037,2.75237,0.14,320,46.68783611085679
Kepler-52 b,0.0630945,,7.8773565,,,,0.54,2011,0.187182,,,,49.97555555555556
Kepler-56 c,0.167568,,21.4050484,,,,1.37,2011,0.699706,,,,41.87166666666667
HD 1502 b,1.3112,0.101,431.8,3.08886,981.6910183790297,0.09,1.61,2011,,,,159,14.05479809
Kepler-20 c,0.0930411,0,10.854092,0.0494862,15.733765602088983,0.01,0.912,2011,0.273643,3.02309,2.91,290,42.33869444423252
Kepler-28 b,0.0581375,0,5.91213,0,0,,0.75,2011,0.320884,,,,42.42916666666667
WASP-38 b,0.0758454,0.028,6.87188,2.70891,860.9683785276691,-0.02,1.23,2011,1.09,3.74988,2.06,110,10.0325905556149
Kepler-32 c,0.0676835,0,8.7522,0,0,-0.01,0.54,2011,0.1784,,,303,46.57427777767182
Kepler-29 c,0.109809,0,13.2907,0,0,0,1,2011,0.25849,,,,47.49122222211626
Qatar-1 b,0.0234308,0,1.420033,1.08272,346.3533649693683,0.2,0.85,2011,1.164,3.29893,0.9177,175,65.16207777765062
Kepler-15 b,0.0571382,0.133933,4.942782,0.66177,210.53157572562014,0.36,1.018,2011,0.96,3.27807,0.93,,49.14012500021192
Kepler-32 e,0.0323795,,2.896,,,-0.01,0.54,2011,0.133702,,,303,46.57427222
HD 137388 b,0.88883,0.36,330,0.227816,72.40370914934216,0.18,0.86,2011,,,,38.4468,-80.20469367
Kepler-52 c,0.10281,,16.3850021,,,,0.54,2011,0.16400700000000001,,,,49.97555555555556
Kepler-11 f,0.249453,0,46.68876,0.00723,2.2979412272772923,0,0.95,2011,0.232849,3.94515,0.7,,41.90913055525886
Kepler-28 c,0.0768547,0,8.98597,0,0,,0.75,2011,0.303057,,,,42.42916666666667
Kepler-42 c,0.00585017,,0.45328509,,,-0.48,0.13,2011,0.0650682,,,38.7,44.6193333334393
Kepler-16 b,0.646795,0.0069,228.776,0.333,105.83293160590539,-0.3,0.6897,2011,0.7538,,1.03091,61.3181,51.75743333339691
Kepler-32 d,0.128069,0,22.7802,,,-0.01,0.54,2011,0.240663,,,303,46.57427222
HD 1690 b,1.32643,0.64,533,6.1908,1967.5390780355528,-0.32,1.09,2011,,,,310.559,-8.28116395
HD 7199 b,1.36155,0.19,615,0.295018,93.7616210706036,0.28,0.89,2011,,,,35.8809,-66.18786313
Kepler-23 b,0.0749015,0,7.10664,0,0,-0.09,1.11,2011,0.169356,,,,49.47916666666667
HD 192310 c,1.18358,0.32,525.8,0.0736073,23.39362266244853,-0.04,0.8,2011,,,,8.91107,-27.03253578
HAT-P-31 b,0.0611921,0.245,5.005425,2.16627,689.3569428542733,0.15,1.218,2011,1.07,3.60163,2.18,354,26.42665833367242
WASP-39 b,0.0485835,0,4.055259,0.284135,90.36733966054031,-0.12,0.93,2011,1.27,2.64435,0.1862,230,-3.444472221798367
Kepler-41 b,0.0289537,0,1.855558,0.493327,156.85679948779753,-0.09,0.94,2011,0.841,3.23558,1.02,729.927,45.98159999953376
Kepler-62 e,0.426299,0.13,122.3874,,0,-0.37,0.69,2011,0.143507,,,368,45.34986111111111
HD 99706 b,2.13423,0.37,868,1.40289,445.8617460078337,0.14,1.72,2011,,,,129,43.96679179
WASP-23 b,0.037022,0,2.9444256,0.871881,277.20791172039765,,0.78,2011,0.962,3.37951,1.29911,,-42.76138888888889
Kepler-26 b,0.0902469,0,12.282356,0,0,-0.21,0.65,2011,,,,,46.56638888888889
Kepler-48 b,0.0534031,,4.7779803,,,,0.89,2011,0.190748,,,,40.94888888888889
HD 82886 b,1.58126,0.066,705,1.30477,414.6775800944059,-0.31,1.06,2011,,,,125,34.78082707
HD 18742 b,1.92734,0.12,772,2.71855,864.0003490007031,-0.04,1.6,2011,,,,135,-20.80254951
Kepler-25 b,0.0708678,0,6.23855,0,0,0.01,1.22,2011,0.23175,,,,39.48777777777778
HD 63765 b,0.94038,0.24,358,0.643827,204.61891548659236,-0.16,0.865,2011,,,,33.2557,-54.26346753
HD 204941 b,2.55427,0.37,1733,0.26689,84.8220754243246,-0.19,0.74,2011,,,,26.9542,-20.95711961
HD 85390 b,1.52377,0.41,788,0.131884,41.9149259817214,-0.07,0.76,2011,,,,32.3729,-49.79012089
Kepler-20 b,0.0453704,0,3.6961219,0.0266149,8.474452817113589,0.01,0.912,2011,0.170247,3.16465,6.5,290,42.33869444423252
Kepler-59 b,0.103167,,11.8681707,,,,1.04,2011,0.176486,,,,46.64
Kepler-12 b,0.0556348,0,4.4379637,0.431855,137.2827922064879,0.07,1.166,2011,1.695,2.57193,0.111,600,50.04034722222222
24 Sex b,1.33782,0.184,455.2,1.64828,523.8507642864316,-0.03,1.54,2011,,,,77.4593,-0.90216202
HIP 12961 b,0.25497,0.166,57.435,0.354314,112.60687486190619,-0.07,0.67,2011,,,,23.015,-23.08695483
KOI-13 b,0.0362917,0,1.7637,,,,2.05,2011,1.83,,,,46.86832027779685
WASP-35 b,0.0431283,0,3.161575,0.716644,227.90565642261723,-0.15,1.07,2011,1.32,3.01332,0.4256,,-6.229805555343628
HD 200964 b,1.59682,0.04,613.8,1.83965,584.6713292156272,-0.15,1.44,2011,,,,72.2022,3.80299623
WASP-24 b,0.0365155,0,2.3412127,1.08429,346.7379230691975,,1.184,2010,1.3,3.2157,0.487,,2.343319444656372
Kepler-7 b,0.0622369,0,4.885525,0.436942,139.12676418599978,0.11,1.347,2010,1.478,2.69114,0.166,,41.08980555534363
CoRoT-12 b,0.0401409,0.07,2.828042,0.916321,292.1306728934418,0.16,1.078,2010,1.44,3.04508,0.41097,1150,-1.296416666242811
HD 125612 c,0.0522124,0.27499,4.15474,0.0580667,18.454561830872752,0.24,1.1,2010,,0,,54.2005,-17.48136132
WASP-21 b,0.0521087,0,4.322482,0.300201,95.43142954705232,-0.46,1.01,2010,1.07,2.80901,0.3192,242.131,18.39608333375719
HD 43197 b,0.918027,0.83,327.8,0.596868,189.6945652304911,0.4,0.96,2010,,,,56.3063,-29.8973031
HAT-P-11 b,0.0525443,0.198,4.8878162,0.0825071,26.23112115094908,0.31,0.81,2010,0.422,3.09273,1.33,37.4672,48.08029556
CoRoT-8 b,0.0633825,0,6.21229,0.215994,68.67317776438685,0.315,0.88,2010,0.57,3.22446,1.6,380.228,1.426541666454739
61 Vir b,0.05006,0.12,4.215,0.016075,5.108902028723511,0.05,0.942,2010,,,,8.55505,-18.3086104
HR 8799 e,14.5253,0,16422,3.2863,2224.7162800040173,-0.47,1.516,2010,,,,39.4,21.13437211
WASP-32 b,0.0390315,0,2.718661,3.441,1097.6178055639248,-0.13,1.07,2010,1.1,3.85373,3.44064,,1.200208333333333
HD 9446 c,0.65375,0.06,192.9,1.81548,576.9897017173847,0.09,1,2010,,,,52.356,29.26528054
HD 147018 b,0.238855,0.4686,44.236,2.12711,676.0308923370493,0.1,0.927,2010,,0,,42.9553,-61.68799538
HD 136418 b,1.29111,0.255,464.3,1.9935,633.5674148840012,-0.07,1.33,2010,,,,98.2318,41.73364823
61 Vir d,0.474527,0.35,123.01,0.0715929,22.753412880385657,0.05,0.942,2010,,,,8.55505,-18.3086104
HD 156411 b,1.88048,0.22,842.2,0.736644,234.1176999096113,-0.12,1.25,2010,,,,54.7945,-48.5488089
HIP 79431 b,0.358346,0.29,111.7,2.11299,671.5433217836697,0.4,0.49,2010,,,,14.3968,-18.87499093
HD 171238 b,2.54268,0.4,1523,2.60901,829.1867173847544,0.17,0.943,2010,,0,,50.2765,-28.07204633
HIP 5158 b,0.887919,0.52,345.72,1.42633,453.3113673797329,0.1,0.78,2010,,,,41.1862,-22.45289219
HD 181720 b,1.84741,0.26,956,0.37199,118.22460128552775,-0.53,0.92,2010,,,,58.072,-32.91804349
Kepler-5 b,0.0506416,0,3.54846,2.11222,672.7001742492719,0.04,1.374,2010,1.431,3.40736,0.894,,44.03505555550257
GJ 649 b,1.13179,0.3,598.3,0.325341,103.39877417896956,0.08,0.54,2010,,,,10.3445,25.74539404
WASP-22 b,0.0468682,0.023,3.53269,0.559004,177.67823696896656,-0.05,1.1,2010,1.12,3.04114,0.532,303.03,-23.81969444433848
HD 180314 b,1.45528,0.257,396.03,22.6261,7190.950431856984,0.2,2.6,2010,,,,131.406,31.86030122
HAT-P-14 b,0.0606258,0.107,4.627669,2.22166,710.6474776539118,0.11,1.386,2010,1.15,3.6213,1.82,204.918,38.2422055557039
61 Vir c,0.216926,0.14,38.021,0.0333747,10.607034061464296,0.05,0.942,2010,,,,8.55505,-18.3086104
Kepler-8 b,0.0483278,0,3.52254,0.582607,186.15853761173042,-0.055,1.213,2010,1.419,2.85541,0.261,1330,42.45108333335983
WASP-19 b,0.0163152,0.0046,0.78884,1.11405,360.21016922767893,0.02,0.93,2010,1.386,3.1798,0.438,,-45.65916666666666
HD 9446 b,0.189213,0.2,30.052,0.698769,222.08039575173242,0.09,1,2010,,,,52.356,29.26528054
HD 212771 b,1.06369,0.111,373.3,2.25208,715.7484342673495,-0.21,1.15,2010,,,,131.062,-17.26340393
HD 126614 A b,2.36847,0.41,1244,0.385706,122.58377392788992,0.56,1.145,2010,,0,,72.6216,-5.17742027
HD 109246 b,0.328074,0.12,68.27,0.768085,244.11017198955506,0.1,1.01,2010,,,,66.0502,74.48966446
GJ 179 b,2.41241,0.21,2288,0.824243,261.958117254193,0.3,0.357,2010,,0,,12.288,6.47729302
HD 148156 b,2.12913,0.52,1027,0.847612,269.3851736466807,0.29,1.22,2010,,,,51.5996,-46.31769614
CoRoT-6 b,0.0854177,0,8.886593,2.95325,938.7158561815808,-0.2,1.05,2010,1.166,3.73216,2.32,,6.663319444656373
HD 204313 b,3.07131,0.23,1920.1,3.50088,1112.6378186200664,0.18,1.045,2010,,0,,47.3709,-21.72559562
HD 28254 b,2.14768,0.81,1116,1.1614,369.11221251380937,0.36,1.06,2010,,,,54.6747,-50.62184119
HD 206610 b,1.6333,0.229,610,2.22576,707.3835010545346,0.14,1.56,2010,,,,193.798,-7.40825808
HD 145457 b,0.762504,0.112,176.3,2.97219,944.6113543235914,-0.14,1.9,2010,,,,125.313,26.7426583
Kepler-6 b,0.0456089,0,3.234723,0.668332,212.73881209199558,0.34,1.209,2010,1.323,2.97182,0.352,,48.23994444423252
gamma Leo A b,1.19453,0.144,428.5,8.81783,2802.4528507582604,-0.49,1.23,2010,,,,39.8883,19.84186021
BD -08 2823 c,0.679166,0.19,237.6,0.328101,104.275948026514,-0.07,0.74,2010,,,,42.4989,-9.51674109
Kepler-9 d,0.0266925,0,1.592851,,,0.17,1,2010,0.146311,,,,38.40088333335188
OGLE-2007-BLG-368L b,,,,,19.99066485889324,,0.64,2010,,,,5900,-32.23741666661368
HD 215497 c,1.28243,0.49,567.94,0.327524,104.09256784171939,0.23,0.872,2010,,,,43.592,-56.59938599
HAT-P-15 b,0.0964692,0.19,10.863502,1.9513,620.2318298684343,0.22,1.013,2010,1.072,3.62282,1.96,190.114,39.46063611136542
BD -08 2823 b,0.0558236,0.15,5.6,0.045941,14.600812945666364,-0.07,0.74,2010,,,,42.4989,-9.51674109
CoRoT-11 b,0.0440549,0,2.99433,2.33146,746.2747197951189,-0.03,1.27,2010,1.43,3.45329,0.99,558.971,5.937694444391463
HD 147018 c,1.92274,0.133,1008,6.59355,2095.539718288641,0.1,0.927,2010,,0,,42.9553,-61.68799538
MOA-2009-BLG-266L b,,,,,10.392603193733052,,0.56,2010,,,,3040,-35.00527777777778
HD 6718 b,3.55427,0.1,2496,1.5591,495.50787887918045,-0.06,0.96,2010,,,,54.8546,-8.23375149
WASP-17 b,0.0499354,0,3.735433,0.507667,161.62468429245757,-0.25,1.19,2010,1.932,2.5063,0.1915,400,-28.06174999978807
HD 34445 b,2.06642,0.27,1049,0.790506,251.23593823440797,0.14,1.069,2010,,0,,46.4684,7.35370514
WASP-26 b,0.0399686,0,2.7566,1.00876,323.3656894646982,-0.02,1.12,2010,1.32,3.15871,0.5852,250,-15.26730555554231
WASP-29 b,0.0456587,0.03,3.922727,0.242938,77.22657622777945,0.11,0.825,2010,0.792,2.98109,0.6517,70,-39.90672222243415
HD 44219 b,1.18713,0.61,472.3,0.589265,187.27820553379533,0.03,1,2010,,,,50.4286,-10.7249692
WASP-8 b,0.080153,0.31,8.158715,2.13728,679.4823807371698,0.17,1.03,2010,1.038,3.69005,2.53485,86.9996,-35.0313333331214
HAT-P-24 b,0.0465021,0.067,3.35524,0.685652,217.97674766495933,-0.16,1.191,2010,1.242,3.03997,0.44,396,14.26260833316379
HD 164604 b,1.30299,0.24,606.4,2.6885,854.4499598272572,-0.18,0.8,2010,,,,41.0678,-28.56055021
HD 181342 b,1.73419,0.177,663,2.99952,953.2972823139501,0.05,1.58,2010,,,,110.619,-23.61949589
GJ 876 e,0.333345,0.055,124.26,0.039229,12.46762784975394,0.37,0.32,2010,,,,4.68867,-14.26205823
HD 290327 b,3.43052,0.08,2443,2.54762,809.6759556091192,-0.11,0.9,2010,,,,56.6572,-2.27738392
HD 215497 b,0.0465952,0.16,3.93404,0.020855,6.628065431354825,0.23,0.872,2010,,,,43.592,-56.59938599
HD 95089 b,1.44968,0.157,507,1.23585,392.7736592347092,0.05,1.58,2010,,,,139.082,1.72933038
HD 102956 b,0.0810025,0.048,6.4948,0.951497,302.4015523249975,0.19,1.68,2010,,,,126.263,57.64077674
HD 13931 b,5.14931,0.02,4218,1.88123,597.886143918851,0.03,1.022,2010,,0,,44.2282,43.77344266
HD 8535 b,2.4447,0.15,1313,0.682196,216.81322105051723,0.06,1.13,2010,,,,52.5486,-41.26962995
HD 1461 b,0.0635202,0.14,5.7727,0.0240044,7.628997067389775,0.18,1.026,2010,,,,23.245,-8.05265108
CoRoT-13 b,0.051069,0,4.03519,1.3102,416.65439941749526,0.01,1.09,2010,0.885,3.60469,2.34,1310.62,-5.08641666677263
CoRoT-9 b,0.406991,0.11,95.2738,0.843564,268.09865200361554,-0.01,0.99,2010,1.05,3.2754,0.9,459.982,6.204136111206479
Kepler-9 b,0.140548,0.150841,19.243158,0.248865,79.11885633222857,0.17,1,2010,0.842,2.93786,0.524,,38.40088333335188
HD 4313 b,1.17834,0.041,356,2.34791,746.2048001406046,0.14,1.72,2010,,,,136.986,7.84500477
Kepler-4 b,0.0455763,0,3.21346,0.0772272,24.54430948578889,0.17,1.223,2010,0.357,3.15966,1.91,549.451,50.13574999994702
HAT-P-16 b,0.0413275,0.036,2.77596,4.1951,1335.624309530983,0.17,1.218,2010,1.289,3.79537,2.42,235,42.4630777782864
HD 175167 b,2.40085,0.54,1290,7.77836,2472.092017676007,0.19,1.102,2010,,,,67.2948,-69.9437744
HD 180902 b,1.37801,0.09,479,1.55713,494.88178015466497,0.04,1.52,2010,,,,109.529,-23.55810644
CoRoT-10 b,0.105463,0.53,13.2406,2.75448,875.6991784674099,0.26,0.89,2010,0.97,3.93186,3.7,344.947,0.7461083337995741
MOA-2008-BLG-310L b,,,,,73.09782062870342,,0.67,2010,,,,,-34.77802777820163
HD 5388 b,1.76349,0.4,777,1.96509,624.5382449532991,-0.27,1.21,2010,,,,53.7057,-47.40553264
HD 38801 b,1.70768,0,696.3,10.7604,3419.833865622175,0.26,1.36,2010,,,,90.7441,-8.3275165
Kepler-9 c,0.22473,0.132575,38.90861,0.16858,53.60644566636537,0.17,1,2010,0.823,2.78861,0.383,,38.40088333335188
HIP 57050 b,0.163506,0.314,41.397,0.297735,94.62512880385658,0.32,0.34,2010,,,,11,42.75219128
HD 179079 b,0.119635,0.115,14.476,0.0837774,26.625849382344075,0.29,1.09,2009,,0,,65.5308,-2.63816759
WASP-7 b,0.0604573,0,4.954658,0.919256,292.16213673797324,0,1.2,2009,0.915,3.45395,1.67,140,-39.2252222220103
HD 143361 b,2.03474,0.18,1086,3.03499,964.5702375213418,0.29,0.95,2009,,0,,65.6599,-44.43424642
HIP 2247 b,1.33884,0.54,655.6,5.12319,1628.234885507683,-0.03,0.74,2009,,0,,35.7015,-16.22578956
HAT-P-13 c,1.22574,0.6616,446.27,14.2696,4535.115918449332,0.43,1.22,2009,,0,,202.02,47.35203611108992
HD 173416 b,1.16272,0.21,323.6,2.71808,863.8509751933312,-0.22,2,2009,,0,,139.47,36.55646494
HD 7924 b,0.0566409,0.17,5.3978,0.0291185,9.254342999899567,-0.15,0.832,2009,,0,,16.8095,76.71036798
HAT-P-13 b,0.0426946,0.0133,2.91625,0.8514,272.39426132369186,0.41,1.22,2009,1.281,3.10532,0.499,202.02,47.35203611108992
CoRoT-5 b,0.0496334,0.09,4.0378962,0.461312,147.00194200060258,-0.2,1,2009,1.388,2.76761,0.217,,0.815238889058431
BD +20 2457 c,2.01294,0.18,621.99,13.1737,4186.820693984131,-1,2.8,2009,,0,,424.628,19.89138166692522
OGLE2-TR-L9 b,0.0413279,0,2.4855335,4.50213,1453.826663653711,0,1.52,2009,1.61,3.33881,2.4027,,-61.14625
HD 16175 b,2.1185,0.6,990,4.37946,1391.8651370894847,0.39,1.29,2009,,0,,57.8704,42.06273018
HAT-P-12 b,0.0383737,0,3.2130598,0.210772,66.99701295570954,-0.29,0.73,2009,0.959,2.75429,0.295,142.5,43.49355555534363
GJ 832 b,3.4032,0.12,3416,0.644279,204.7625685949583,-0.4,0.45,2009,,0,,4.95368,-49.00701803
HD 20868 b,0.947319,0.75,380.85,2.00901,638.4967505272672,0.04,0.78,2009,,0,,46.2107,-33.73033743
HAT-P-9 b,0.0528645,0,3.92289,0.775153,246.81669825248565,0.12,1.28,2009,1.4,2.99649,0.35,480.769,37.14060277779897
WASP-6 b,0.0428704,0.054,3.361006,0.521174,165.6968685346992,-0.2,0.93,2009,1.224,2.93567,0.3591,,-22.67391666677263
HD 96167 b,1.34724,0.71,498.9,0.68457,217.56771768605003,0.34,1.31,2009,,0,,86.9565,-10.29128354
HD 86264 b,2.84117,0.7,1475,6.62738,2106.291454253289,0.256,1.4,2009,,0,,68.7758,-15.89496081
HD 139357 b,2.34618,0.1,1125.7,10.0754,3202.1294867932106,-0.13,1.35,2009,,0,,118.064,53.9221385
WASP-10 b,0.0384536,0.0507142,3.0927616,3.19034,1014.2926463794314,0.03,0.79,2009,1.08,3.81739,3.11,90.0901,31.46288888931274
HD 16760 b,1.08727,0.067,465.1,13.2921,4224.450180777342,-0.02,0.78,2009,,0,,45.4545,38.61893602
HD 181433 d,3.02208,0.48,2172,0.535482,170.1850747213016,0.33,0.78,2009,,0,,26.7594,-66.46937108
42 Dra b,1.16693,0.38,479.1,3.73203,1186.101128351913,-0.46,0.92,2009,,0,,96.5251,65.56354642
HD 131664 b,3.17098,0.638,1951,18.3282,5825.00641759566,0.32,1.1,2009,,0,,56.2746,-73.53540928
GJ 1214 b,0.0143253,0,1.58040482,0.0203507,6.467790514211107,,0.157,2009,0.2389,2.95482,1.87,12.9534,4.963805555767483
WASP-13 b,0.0537035,0,4.353011,0.477697,152.35683408657226,0,1.09,2009,1.389,2.78083,0.22211,155,33.88238888846504
11 UMi b,1.53498,0.08,516.22,11.0873,3523.7281158983633,0.04,1.8,2009,,0,,122.1,71.82387838
HD 183263 c,4.29488,0.23873,3066,3.47646,1104.8767369689665,0.301955,1.121,2009,,0,,55.0964,8.35813454
CoRoT-7 b,0.0171897,0,0.853585,0.0155646,5.021470678919353,0.05,0.93,2009,0.1498,3.03727,6.23249,149.925,-1.063027778201633
GJ 176 b,0.0656822,0,8.7832,0.0259969,8.262246665662348,-0.1,0.49,2009,,0,,9.27386,18.96088079
HD 87883 b,3.57648,0.53,2754,1.75571,557.9938028522647,0.07,0.803,2009,,0,,18.205,34.24240641
WASP-11 b,0.0436466,0,3.722465,0.539752,171.54310510193832,0,0.8,2009,0.91,3.37465,0.9177,121.7,30.67358333322737
HD 181433 b,0.0800943,0.396,9.3743,0.0237331,7.542773420709048,0.33,0.78,2009,,0,,26.7594,-66.46937108
WASP-12 b,0.0225329,0.049,1.09142245,1.34899,432.43081600883795,0.3,1.28,2009,1.79,3.03424,0.32,,29.67230277803209
HD 40307 c,0.0800702,0,9.62,0.0211468,6.720804318569851,-0.31,0.74,2009,,0,,12.9955,-60.02332464
HD 181433 c,1.75604,0.28,962,0.640416,203.53484302500752,0.33,0.78,2009,,0,,26.7594,-66.46937108
HD 73267 b,2.19849,0.256,1260,3.06257,973.3356196645575,0.03,0.89,2009,,0,,54.2005,-34.46027745
HD 30562 b,2.34083,0.76,1157,1.33254,423.5033473937933,0.26,1.277,2009,,0,,26.4201,-5.67343881
WASP-18 b,0.0201401,0.00848,0.9414529,10.0636,3241.9201265441397,0,1.22,2009,1.267,4.20041,10.2809,99.4036,-45.67793105
HD 16417 b,0.135435,0.2,17.24,0.0669595,21.280841392989856,0.07,1.115,2009,,0,,25.7798,-34.57734541
HD 240210 b,1.33364,0.15,501.75,7.28868,2316.463579391383,-0.18,1.25,2009,,0,,142.857,57.02945416662428
HD 40307 b,0.0468927,0,4.3115,0.0129071,4.102090785377121,-0.31,0.74,2009,,0,,12.9955,-60.02332464
MOA-2007-BLG-400L b,,,,,263.7877874861906,,0.3,2009,,,,6000,-29.22413888878292
HD 45364 b,0.68156,0.1684,226.93,0.187149,59.47906101235312,-0.17,0.82,2009,,0,,32.6904,-31.48092453
HD 145377 b,0.450064,0.307,103.95,5.78201,1837.6188254494323,0.12,1.12,2009,,0,,55.0358,-27.0782077
HD 40307 d,0.132422,0,20.46,0.028076,8.923019182484683,-0.31,0.74,2009,,0,,12.9955,-60.02332464
WASP-14 b,0.0367693,0.091,2.243752,7.65457,2444.7534327608714,0,1.31,2009,1.281,4.04534,4.65633,160,21.89471611128913
HD 32518 b,0.595162,0.01,157.54,3.34549,1063.2522953700914,-0.15,1.13,2009,,0,,120.627,69.63955573
beta Pic b,8.76034,,7159,8.99692,2860.349502862308,,1.75,2009,,,,19.3,-51.06671341
30 Ari B b,0.99475,0.289,335.1,9.87792,3139.367062368183,0.15,1.16,2009,,,,40.783,24.64809373
HD 47186 c,2.38704,0.249,1353.6,0.348285,110.69075851159988,0.23,0.99,2009,,0,,39.5883,-27.62165782
HIP 14810 d,1.88623,0.165251,950.69651,0.5806,184.52432459576175,0.23,0.99,2009,,0,,53.4474,21.09748895
HD 45364 c,0.897549,0.0974,342.85,0.658513,209.2863702420408,-0.17,0.82,2009,,0,,32.6904,-31.48092453
BD +14 4559 b,0.775866,0.29,268.94,1.51929,482.8555995781862,0.1,0.86,2009,,0,,48.3559,14.68938439
GJ 581 e,0.028459,0.32,3.14945,0.00613456,1.9496650718087774,-0.1,0.31,2009,,0,,6.24532,-7.72203837
HD 48265 b,1.59435,0.24,762,1.20645,383.42985085869236,0.17,0.93,2009,,0,,85.3971,-48.54202822
HD 89307 b,3.26609,0.2,2166,1.79148,569.3621030430852,-0.159213,0.989,2009,,0,,32.3625,12.6212036
WASP-16 b,0.0417858,0,3.1186009,0.839364,267.6950249071005,0.01,1,2009,1.008,3.31948,1.1039,,-20.27549999978807
HD 153950 b,1.28031,0.34,499.4,2.74209,871.4817520337451,-0.01,1.12,2009,,0,,49.5295,-43.30942575
HAT-P-8 b,0.0449613,0,3.076337,1.29241,411.0512925579994,0.01,1.28,2009,1.5,3.21101,0.568,230.001,35.44710833337572
WASP-15 b,0.0499436,0,3.7521,0.541448,172.5099032339058,-0.17,1.18,2009,1.379,2.84873,0.247,,-32.15961111068725
HD 73534 b,3.06829,0.074,1770,1.10389,350.8345791905192,0.16,1.229,2009,,0,,81.0373,12.96060185
BD +20 2457 b,1.44993,0.15,379.63,22.6726,7205.7289042884395,-1,2.8,2009,,0,,200,19.89138166692522
HD 47186 b,0.0498411,0.038,4.0845,0.071203,22.629496183589435,0.23,0.99,2009,,0,,39.5883,-27.62165782
HD 148427 b,1.06975,0.16,331.5,1.21259,385.3812448528673,0.17,1.485,2009,,0,,59.0319,-13.39964373
WASP-3 b,0.0314948,0,1.846834,2.00437,639.3961715376116,0,1.22,2008,1.29,3.47541,1.0906,220,35.66152777777778
HD 4113 b,1.27266,0.903,526.62,1.64829,523.8539424525459,0.2,0.99,2008,,0,,44.0529,-37.98235285
WASP-4 b,0.0230406,0,1.3382299,1.22306,388.72467560510194,0,0.91,2008,1.341,3.23303,0.665,300.03,-42.06141666624281
XO-5 b,0.0508651,0,4.1877537,1.15082,366.2868228382043,0.25,1,2008,1.03,3.37381,1.27,270.27,39.09457500033908
WASP-5 b,0.0271923,0,1.6284229,1.62047,516.2072747815607,0.09,1.01,2008,1.14,3.48707,1.22,300.03,-41.27713888910082
xi Aql b,0.675889,0,136.75,2.80661,891.9872798031535,-0.205,2.2,2008,,0,,56.2746,8.46165012
HD 102272 b,0.614906,0.05,127.58,5.91294,1879.2305543838504,-0.26,1.9,2008,,0,,243.902,14.12396816
OGLE-TR-211 b,0.0512842,0,3.67724,0.753425,240.67521005322888,0.11,1.33,2008,1.36,3.01194,0.661909,,-62.45561111132304
OGLE-2006-BLG-109L c,4.8168,0.27,5405.7,0.239279,86.12830169729838,,0.51,2008,,,,1510,-30.08769444439146
