# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, alternate_names, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
Kepler-205 c,,,,0.146,0.011,0.011,20.306546,3.8e-05,3.8e-05,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-205,285.2871093,41.861172,,,11.608,10.962,10.833,,-0.149,,0.55,,,4321.0
Kepler-206 b,,,,0.107,0.021,0.021,7.781987,5.8e-05,5.8e-05,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-206,291.634674,41.833866,,,12.33,12.048,12.001,,-0.149,0.94,1.19,,,5764.0
Kepler-206 c,,,,0.158,0.03,0.03,13.137471,6.5e-05,6.5e-05,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-206,291.634674,41.833866,,,12.33,12.048,12.001,,-0.149,0.94,1.19,,,5764.0
Kepler-206 d,,,,0.106,0.021,0.021,23.44281,0.000453,0.000453,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-206,291.634674,41.833866,,,12.33,12.048,12.001,,-0.149,0.94,1.19,,,5764.0
Kepler-207 b,,,,0.14,0.027,0.027,1.611865,6e-06,6e-06,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-207,290.0305176,42.16605,,,12.1,11.841,11.805,,-0.023,,1.59,,,5920.0
Kepler-207 c,,,,0.134,0.026,0.026,3.071571,1.6e-05,1.6e-05,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-207,290.0305176,42.16605,,,12.1,11.841,11.805,,-0.023,,1.59,,,5920.0
Kepler-207 d,,,,0.295,0.056,0.056,5.868075,9e-06,9e-06,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-207,290.0305176,42.16605,,,12.1,11.841,11.805,,-0.023,,1.59,,,5920.0
Kepler-208 b,,,,0.145,0.027,0.027,4.22864,1.8e-05,1.8e-05,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-208,293.89019775,42.528008,,,12.547,12.309,12.21,,,1.03,1.31,,,6092.0
Kepler-208 c,,,,0.124,0.023,0.023,7.466623,6.7e-05,6.7e-05,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-208,293.89019775,42.528008,,,12.547,12.309,12.21,,,1.03,1.31,,,6092.0
Kepler-208 d,,,,0.107,0.021,0.021,11.131786,0.000131,0.000131,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-208,293.89019775,42.528008,,,12.547,12.309,12.21,,,1.03,1.31,,,6092.0
Kepler-208 e,,,,0.132,0.025,0.025,16.259458,0.000176,0.000176,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-208,293.89019775,42.528008,,,12.547,12.309,12.21,,,1.03,1.31,,,6092.0
Kepler-209 b,,,,0.202,0.03,0.03,16.087845,4.1e-05,4.1e-05,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-209,291.1695252,42.640812,,,12.797,12.432,12.362,,0.008,,0.94,,,5513.0
Kepler-209 c,,,,0.277,0.045,0.045,41.749882,0.000106,0.000106,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-209,291.1695252,42.640812,,,12.797,12.432,12.362,,0.008,,0.94,,,5513.0
Kepler-21 b,0.033,inf,nan,0.1459,0.0035,0.0035,2.785755,3.2e-05,3.2e-05,0.042507,0.000106,0.000106,0.0,,,0.000394,82.58,0.29,0.29,2455093.8369,0.0016,0.0016,,,,,,,,,,,,,,3,2011,2011-12-12,,,,,,,detected by transit,,,Kepler-21,287.3625,38.7138889,8.27,,,,,108.0,-0.15,1.34,1.86,F6IV,2.84,6131.0
Kepler-210 b,,,,0.3419,0.0027,0.0027,2.4532,0.0007,0.0007,0.01421,0.0002,0.0002,0.44,,,,77.86,0.26,0.26,,,,,,,,,,,,,,,,,1,2014,2014-03-14,,,,,,,detected by transit,,,Kepler-210,292.504166667,43.08305557,14.4,,,,,,,0.63,0.69,K,,4300.0
Kepler-210 c,,,,0.436,0.0041,0.0041,7.9725,0.0014,0.0014,0.037,0.001,0.001,0.5,,,,85.73,0.16,0.16,,,,,,,,,,,,,,,,,1,2014,2014-03-14,,,,,,,detected by transit,,,Kepler-210,292.504166667,43.08305557,14.4,,,,,,,0.63,0.69,K,,4300.0
Kepler-211 b,,,,0.112,0.008,0.008,4.138575,1e-05,1e-05,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-211,285.43914795,43.168484,,,11.927,11.488,11.447,,0.106,0.97,0.82,,,5123.0
Kepler-211 c,,,,0.115,0.008,0.008,6.04045,1.6e-05,1.6e-05,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-211,285.43914795,43.168484,,,11.927,11.488,11.447,,0.106,0.97,0.82,,,5123.0
Kepler-212 b,,,,0.097,0.019,0.019,16.257582,0.000378,0.000378,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-212,287.62081905,43.141678,,,11.931,11.699,11.62,,,1.16,1.46,,,5852.0
Kepler-212 c,,,,0.244,0.045,0.045,31.805174,0.000142,0.000142,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-212,287.62081905,43.141678,,,11.931,11.699,11.62,,,1.16,1.46,,,5852.0
Kepler-213 b,,,,0.145,0.028,0.028,2.46236,6e-06,6e-06,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-213,290.8241883,44.647186,,,12.477,12.17,12.122,,-0.051,0.94,1.2,,,5696.0
Kepler-213 c,,,,0.209,0.04,0.04,4.822962,8e-06,8e-06,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-213,290.8241883,44.647186,,,12.477,12.17,12.122,,-0.051,0.94,1.2,,,5696.0
Kepler-214 b,,,,0.233,0.044,0.044,15.660544,8e-05,8e-05,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-214,284.7548523,44.956032,,,12.941,12.678,12.607,,-0.359,,1.35,,,6169.0
Kepler-214 c,,,,0.19,0.036,0.036,28.7798,0.000397,0.000397,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-214,284.7548523,44.956032,,,12.941,12.678,12.607,,-0.359,,1.35,,,6169.0
Kepler-215 b,,,,0.145,0.036,0.036,9.360672,4e-05,4e-05,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-215,294.9735108,45.213688,,,12.417,12.065,11.996,,-0.618,0.77,1.03,,,5739.0
Kepler-215 c,,,,0.158,0.037,0.037,14.667108,8.9e-05,8.9e-05,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-215,294.9735108,45.213688,,,12.417,12.065,11.996,,-0.618,0.77,1.03,,,5739.0
Kepler-215 d,,,,0.213,0.049,0.049,30.864423,9.2e-05,9.2e-05,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-215,294.9735108,45.213688,,,12.417,12.065,11.996,,-0.618,0.77,1.03,,,5739.0
Kepler-215 e,,,,0.156,0.037,0.037,68.16101,0.00063,0.00063,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-215,294.9735108,45.213688,,,12.417,12.065,11.996,,-0.618,0.77,1.03,,,5739.0
Kepler-216 b,,,,0.21,0.041,0.041,7.693641,3.1e-05,3.1e-05,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-216,293.7280578,46.129154,,,12.956,12.695,12.621,,-0.183,,1.26,,,6091.0
Kepler-216 c,,,,0.271,0.053,0.053,17.406669,5.7e-05,5.7e-05,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-216,293.7280578,46.129154,,,12.956,12.695,12.621,,-0.183,,1.26,,,6091.0
Kepler-217 b,,,,0.199,0.029,0.029,5.374943,1.9e-05,1.9e-05,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-217,293.0377503,46.277508,,,12.319,12.176,12.103,,,,1.8,,,6171.0
Kepler-217 c,,,,0.165,0.024,0.024,8.586004,5.3e-05,5.3e-05,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-217,293.0377503,46.277508,,,12.319,12.176,12.103,,,,1.8,,,6171.0
Kepler-218 b,,,,0.132,0.011,0.011,3.619337,1.1e-05,1.1e-05,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-218,295.4128113,46.266472,,,12.732,12.386,12.311,,0.194,,1.06,,,5502.0
Kepler-218 c,,,,0.28,0.023,0.023,44.699576,0.000167,0.000167,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-218,295.4128113,46.266472,,,12.732,12.386,12.311,,0.194,,1.06,,,5502.0
Kepler-219 b,,,,0.263,0.044,0.044,4.585512,8e-06,8e-06,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-219,288.7389831,46.762558,,,12.678,12.4,12.389,,0.02,,1.49,,,5786.0
Kepler-219 c,,,,0.319,0.054,0.054,22.714613,7.5e-05,7.5e-05,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-219,288.7389831,46.762558,,,12.678,12.4,12.389,,0.02,,1.49,,,5786.0
Kepler-219 d,,,,0.251,0.043,0.043,47.903645,0.000307,0.000307,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-219,288.7389831,46.762558,,,12.678,12.4,12.389,,0.02,,1.49,,,5786.0
Kepler-22 b,0.11,inf,nan,0.21,0.012,0.012,289.8623,0.02,0.02,0.849,0.018,0.018,,,,0.004468,89.764,0.042,0.042,2454966.6983,0.0023,0.0023,,,,,,,,,,,,,,1,2011,2013-06-11,,,,,,,detected by transit,,,Kepler-22,289.2166667,47.8844444,12.0,,,,,190.0,-0.29,0.97,0.979,G5,,5518.0
Kepler-220 b,,,,0.072,0.004,0.004,4.159807,1e-05,1e-05,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-220,291.50622555,46.895779,,,11.206,10.672,10.55,,,,0.67,,,4632.0
Kepler-220 c,,,,0.14,0.008,0.008,9.034199,9e-06,9e-06,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-220,291.50622555,46.895779,,,11.206,10.672,10.55,,,,0.67,,,4632.0
Kepler-220 d,,,,0.087,0.005,0.005,28.122397,0.000162,0.000162,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-220,291.50622555,46.895779,,,11.206,10.672,10.55,,,,0.67,,,4632.0
Kepler-220 e,,,,0.119,0.011,0.011,45.902733,0.000192,0.000192,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-220,291.50622555,46.895779,,,11.206,10.672,10.55,,,,0.67,,,4632.0
Kepler-221 b,,,,0.153,0.015,0.015,2.795906,4e-06,4e-06,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,-0.413,0.72,0.82,,,5243.0
Kepler-221 c,,,,0.261,0.024,0.024,5.690586,4e-06,4e-06,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,-0.413,0.72,0.82,,,5243.0
Kepler-221 d,,,,0.244,0.022,0.022,10.04156,1.1e-05,1.1e-05,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,-0.413,0.72,0.82,,,5243.0
Kepler-221 e,,,,0.235,0.022,0.022,18.369917,2.9e-05,2.9e-05,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,-0.413,0.72,0.82,,,5243.0
Kepler-222 b,,,,0.282,0.125,0.125,3.936981,5e-06,5e-06,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,0.15,,0.87,,,5433.0
Kepler-222 c,,,,0.414,0.185,0.185,10.08881,1.1e-05,1.1e-05,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,0.15,,0.87,,,5433.0
Kepler-222 d,,,,0.329,0.145,0.145,28.081912,6.9e-05,6.9e-05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,0.15,,0.87,,,5433.0
Kepler-223 b,,,,0.151,0.065,0.065,7.384108,0.000159,0.000159,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,-0.211,,1.02,,,5829.0
Kepler-223 c,,,,0.178,0.078,0.078,9.848183,0.000145,0.000145,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,-0.211,,1.02,,,5829.0
Kepler-223 d,,,,0.266,0.117,0.117,14.788759,0.000108,0.000108,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,-0.211,,1.02,,,5829.0
Kepler-223 e,,,,0.214,0.093,0.093,19.721734,0.000228,0.000228,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,-0.211,,1.02,,,5829.0
Kepler-224 b,,,,0.124,0.008,0.008,3.132924,1.4e-05,1.4e-05,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,-0.309,0.74,0.68,,,5018.0
Kepler-224 c,,,,0.278,0.023,0.023,5.925003,1e-05,1e-05,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,-0.309,0.74,0.68,,,5018.0
Kepler-224 d,,,,0.205,0.012,0.012,11.349393,3.4e-05,3.4e-05,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,-0.309,0.74,0.68,,,5018.0
Kepler-224 e,,,,0.176,0.013,0.013,18.643577,8.7e-05,8.7e-05,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,-0.309,0.74,0.68,,,5018.0
Kepler-225 b,,,,0.107,0.006,0.006,6.738975,4.1e-05,4.1e-05,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-225,292.1939697,47.457096,,,14.032,13.341,13.253,,-0.185,,0.48,,,3682.0
Kepler-225 c,,,,0.164,0.009,0.009,18.794234,7.6e-05,7.6e-05,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-225,292.1939697,47.457096,,,14.032,13.341,13.253,,-0.185,,0.48,,,3682.0
Kepler-226 b,,,,0.138,0.055,0.055,3.940997,2e-05,2e-05,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,-0.145,0.86,0.8,,,5571.0
Kepler-226 c,,,,0.203,0.08,0.08,5.349555,1.4e-05,1.4e-05,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,-0.145,0.86,0.8,,,5571.0
Kepler-226 d,,,,0.109,0.044,0.044,8.109044,9.4e-05,9.4e-05,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,-0.145,0.86,0.8,,,5571.0
Kepler-227 b,,,,0.277,0.14,0.14,9.488015,3.9e-05,3.9e-05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-05-09,,,,,,,detected by transit,,,Kepler-227,291.93423465,48.141651,,,14.082,13.751,13.648,,0.136,,1.09,,,5854.0
Kepler-227 c,,,,0.271,0.136,0.136,54.418694,0.00046,0.00046,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-05-09,,,,,,,detected by transit,,,Kepler-227,291.93423465,48.141651,,,14.082,13.751,13.648,,0.136,,1.09,,,5854.0
Kepler-228 b,,,,0.136,0.063,0.063,2.566546,2.6e-05,2.6e-05,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,-0.067,,1.01,,,6043.0
Kepler-228 c,,,,0.241,0.111,0.111,4.134444,1.8e-05,1.8e-05,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,-0.067,,1.01,,,6043.0
Kepler-228 d,,,,0.36,0.165,0.165,11.094286,3.6e-05,3.6e-05,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,-0.067,,1.01,,,6043.0
Kepler-229 b,,,,0.196,0.07,0.07,6.252972,2.1e-05,2.1e-05,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,-0.109,,0.73,,,5120.0
Kepler-229 c,,,,0.439,0.155,0.155,16.068638,1.9e-05,1.9e-05,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,-0.109,,0.73,,,5120.0
Kepler-229 d,,,,0.343,0.123,0.123,41.194912,0.000248,0.000248,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,-0.109,,0.73,,,5120.0
Kepler-23 b,0.8,inf,nan,0.17,,,7.1073,,,0.075,,,,,,,,,,2454971.3022,,,,,,,,,,,,,,,,1,2012,2012-01-30,,,,,,,detected by transit,,,Kepler-23,294.2166667,49.4791667,14.0,,,,,,,1.11,1.52,,,5760.0
Kepler-23 c,2.7,inf,nan,0.29,,,10.7421,,,0.099,,,,,,,,,,2454966.2926,,,,,,,,,,,,,,,,1,2012,2012-01-30,,,,,,,detected by transit,,,Kepler-23,294.2166667,49.4791667,14.0,,,,,,,1.11,1.52,,,5760.0
Kepler-230 b,,,,0.38,0.194,0.194,32.625555,0.000126,0.000126,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-230,285.71853645,48.505859,,,13.824,13.37,13.299,,-0.291,,0.82,,,5588.0
Kepler-230 c,,,,0.182,0.093,0.093,91.773242,0.001618,0.001618,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-230,285.71853645,48.505859,,,13.824,13.37,13.299,,-0.291,,0.82,,,5588.0
Kepler-231 b,,,,0.154,0.011,0.011,10.065275,2.7e-05,2.7e-05,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-231,293.9733582,50.531914,,,13.405,12.775,12.589,,-0.011,0.58,0.49,,,3767.0
Kepler-231 c,,,,0.172,0.017,0.017,19.271566,9.9e-05,9.9e-05,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-231,293.9733582,50.531914,,,13.405,12.775,12.589,,-0.011,0.58,0.49,,,3767.0
Kepler-232 b,,,,0.275,0.131,0.131,4.431222,1.1e-05,1.1e-05,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-232,295.81616205,51.121742,,,14.179,13.799,13.765,,0.083,,0.97,,,5847.0
Kepler-232 c,,,,0.342,0.166,0.166,11.379349,4.4e-05,4.4e-05,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-232,295.81616205,51.121742,,,14.179,13.799,13.765,,0.083,,0.97,,,5847.0
Kepler-233 b,,,,0.217,0.059,0.059,8.472382,2.6e-05,2.6e-05,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-233,296.3665161,51.319523,,,14.006,13.555,13.453,,-0.067,,0.76,,,5360.0
Kepler-233 c,,,,0.242,0.07,0.07,60.418955,0.00063,0.00063,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-233,296.3665161,51.319523,,,14.006,13.555,13.453,,-0.067,,0.76,,,5360.0
Kepler-234 b,,,,0.33,0.148,0.148,2.711506,6e-06,6e-06,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-234,291.65350335,38.494659,,,14.387,14.104,14.065,,0.075,,1.11,,,6224.0
Kepler-234 c,,,,0.313,0.139,0.139,7.21205,2.2e-05,2.2e-05,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-234,291.65350335,38.494659,,,14.387,14.104,14.065,,0.075,,1.11,,,6224.0
Kepler-235 b,,,,0.199,0.009,0.009,3.340222,5e-06,5e-06,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,0.087,0.59,0.55,,,4255.0
Kepler-235 c,,,,0.114,0.007,0.007,7.824904,5.5e-05,5.5e-05,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,0.087,0.59,0.55,,,4255.0
Kepler-235 d,,,,0.183,0.009,0.009,20.060548,9.9e-05,9.9e-05,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,0.087,0.59,0.55,,,4255.0
Kepler-235 e,,,,0.198,0.026,0.026,46.183669,0.000425,0.000425,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,0.087,0.59,0.55,,,4255.0
Kepler-236 b,,,,0.14,0.011,0.011,8.295611,3.2e-05,3.2e-05,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-236,283.8663636,39.89809,,,13.224,12.537,12.312,,0.119,0.56,0.51,,,3750.0
Kepler-236 c,,,,0.178,0.015,0.015,23.968127,0.000174,0.000174,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-236,283.8663636,39.89809,,,13.224,12.537,12.312,,0.119,0.56,0.51,,,3750.0
Kepler-237 b,,,,0.126,0.067,0.067,4.715106,3e-05,3e-05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-237,283.22137455,40.421833,,,13.749,13.223,13.172,,-0.077,0.7,0.72,,,4861.0
Kepler-237 c,,,,0.186,0.098,0.098,8.103636,3.2e-05,3.2e-05,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-237,283.22137455,40.421833,,,13.749,13.223,13.172,,-0.077,0.7,0.72,,,4861.0
Kepler-238 b,,,,0.154,0.036,0.036,2.090876,2e-05,2e-05,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614.0
Kepler-238 c,,,,0.213,0.04,0.04,6.155557,5e-05,5e-05,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614.0
